Status	Prioritet	"Pall nr"	"Batch nr"	Artikel	Artikel	Område	Ändrad	Antal	Vikt	Användare	Kö	Utgång	SSCC	Bolag	Lager	"Antal per lav"	Detalj	Kontrolind	Viktartikel	Palltyp	"Pack klass"	"Mix Pall"	Inköpsnr	"Crossdock Ind"	Produktionsdatum	"Robot Ind"
20	5	718320		2000516	"LEVERSNITTAR FAVORITGODIS 2,5KG"		"2026-03-16 20:33:51"	160	"419,68"	ALIA95	4	2027-05-10	273500916307183205	GG	404	0	C	N	N	EUR	0		500320661	N	2025-11-09	Y
20	5	670247		1267279	"FIBERDUK PALLKRAGE FÖR BÅGAR"		"2026-03-16 20:33:07"	288	"115,2"	Abdi74	4		273500916306702476	GG	404	0	C	N	N	EUR	0		500238469	N		Y
20	5	696163		2000515	"LEVERSNITTAR FAVORITGODIS LAMM&RIS 800G"		"2026-03-16 20:31:58"	432	"349,92"	ALIA95	4	2027-08-06	273500916306961637	GG	404	0	C	N	N	EUR	0		500314359	N	2026-02-05	Y
20	5	718294		2000492	"TUGGRULLE HEAVENLY 15-17,5CM BIFF"		"2026-03-16 20:31:14"	2444	"173,52"	Abdi74	4	2029-09-30	273500916307182949	GG	404	0	C	N	N	EUR	0		500320661	N	2026-10-01	Y
20	5	715520		1007557	"BLUNDSTONE 500 STL42"		"2026-03-16 20:29:23"	96	"112,32"	Abdi74	4		273500916307155202	GG	404	0	C	N	N	EUR	0		500256397	N		Y
20	5	720946		1268146	"KOPPLING KRAN 1"" 18222-20"		"2026-03-16 19:21:50"	60	0	MALI14	4		273500916307209462	GG	404	0	C	N	N	EUR	0		500322910	N		Y
30	5	720943		2003076242888	"OGRÄSNIX RAPID KONC. 5 L -"		"2026-03-16 19:17:30"	3	0	MALI14	4	2027-05-01	273500916307209431	GG	404	0	C	N	N	EUR	0		500319231	N	2025-05-01	N
30	5	720935		2003637	"MASKINFÄSTE RYOBI ONE+  4-PACK"	UTE05	"2026-03-16 19:05:29"	40	0	MALI14	4		273500916307209356	GG	404	0	C	N	N	EUR	0		500322248	N		Y
30	5	720934		2003638	"BATTERIFÄSTE RYOBI ONE+  4-PACK"	UTE05	"2026-03-16 19:05:28"	130	0	MALI14	4		273500916307209349	GG	404	0	C	N	N	EUR	0		500322248	N		Y
20	5	720919		1267279	"FIBERDUK PALLKRAGE FÖR BÅGAR"		"2026-03-16 18:44:47"	24	0	LINU22	4		273500916307209196	GG	404	0	C	N	N	EUR	0		500261734	N		Y
30	5	720918		1267280	"KÅLNÄT 4X5M"		"2026-03-16 18:44:11"	6	0	LINU22	4		273500916307209189	GG	404	0	C	N	N	EUR	0		500261734	N		N
30	5	720905		1290060	"RC CAT KITTEN JELLY 12X85G"	UTE05	"2026-03-16 18:39:20"	30	0	MALI14	4	2027-12-23	273500916307209059	GG	404	0	C	N	N	EUR	0		500322909	N	2025-12-23	Y
30	5	720908		1244256	"RC DOG MINI PUPPY GRAVY 12X85G"	UTE05	"2026-03-16 18:39:20"	20	0	MALI14	4	2028-01-17	273500916307209080	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-17	Y
30	5	720906		1237086	"RC CAT KITTEN GRAVY 12X85G"	UTE05	"2026-03-16 18:39:20"	24	0	MALI14	4	2028-01-14	273500916307209066	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-14	Y
30	5	720907		1290059	"RC CAT URINARY CARE GRAVY 12X85G"	UTE05	"2026-03-16 18:39:20"	24	0	MALI14	4	2028-01-13	273500916307209073	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-13	Y
30	5	720903		1290069	"RC DOG X-SMALL ADULT 8+ 1,5KG"	UTE05	"2026-03-16 18:39:20"	12	0	MALI14	4	2027-07-14	273500916307209035	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-13	Y
30	5	720910		1290061	"RC CAT STERILISED JELLY 12X85G"	UTE05	"2026-03-16 18:39:20"	32	0	MALI14	4	2028-01-23	273500916307209103	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-23	Y
30	5	720909		1237089	"RC CAT HAIR&SKIN CARE GRAVY ADULT 12X85G"	UTE05	"2026-03-16 18:39:20"	24	0	MALI14	4	2028-01-22	273500916307209097	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-22	Y
30	5	720911		1244260	"RC DOG MEDIUM ADULT GRAVY 10X140G"	UTE05	"2026-03-16 18:39:20"	24	0	MALI14	4	2027-12-18	273500916307209110	GG	404	0	C	N	N	EUR	0		500322909	N	2025-12-18	Y
30	5	720913		1290069	"RC DOG X-SMALL ADULT 8+ 1,5KG"	UTE05	"2026-03-16 18:39:20"	12	0	MALI14	4	2027-07-14	273500916307209134	GG	404	0	C	N	N	EUR	0		500322909	N	2026-01-13	Y
30	5	720884		1052279	"TRATTSATS 50-75-100-120 MM"	UTE02	"2026-03-16 17:58:18"	96	0	ISAK02	4		273500916307208847	GG	404	0	C	N	N	EUR	0		500306835	N		Y
30	5	720849		2002046	"ROOT - BIOHUMUS 4L -KRAV"	UTE01	"2026-03-16 17:48:44"	16	0	NELL17	4		273500916307208496	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720850		1185382	"SVAMPMEDEL CURERAKUMULUS 200G"	UTE01	"2026-03-16 17:48:44"	12	0	NELL17	4		273500916307208502	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720842		1166528	"TORKVINDA WENDELA"		"2026-03-16 17:33:18"	36	0	ISAK02	4		273500916307208427	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720841		1166528	"TORKVINDA WENDELA"		"2026-03-16 17:33:18"	36	0	ISAK02	4		273500916307208410	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720840		1166528	"TORKVINDA WENDELA"		"2026-03-16 17:33:18"	36	0	ISAK02	4		273500916307208403	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720839		1166528	"TORKVINDA WENDELA"		"2026-03-16 17:33:18"	36	0	ISAK02	4		273500916307208397	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720838		1166528	"TORKVINDA WENDELA"		"2026-03-16 17:33:18"	36	0	ISAK02	4		273500916307208380	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720837		1165211	"VALLFRÖ MIRA 21 15 KG SW"		"2026-03-16 17:33:11"	19	0	MALI14	4	2027-09-01	273500916307208373	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
35	5	720836		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:33"	36	0	FATH10	4		273500916307208366	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720835		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208359	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720834		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208342	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720833		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208335	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720832		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208328	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720831		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208311	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720830		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208304	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720829		1250844	"TORKVINDA WILDA"		"2026-03-16 17:32:32"	36	0	ISAK02	4		273500916307208298	GG	404	0	C	N	N	EUR	0		500319261	N		N
30	5	720804		2002217	"STÄNGSELKRAMPOR 3,0X35MM ZINK 350 ST"	UTE05	"2026-03-16 17:29:43"	50	0	ISAK02	4		273500916307208045	GG	404	0	C	N	N	EUR	0		500320991	N		Y
30	5	720813		1009863	"SEKATÖR FELCO 2"	UTE05	"2026-03-16 17:29:43"	24	0	ISAK02	4		273500916307208137	GG	404	0	C	N	N	EUR	0		500307906	N		Y
30	5	720815		1261498	"SEKATÖR FELCO 8"	UTE05	"2026-03-16 17:29:43"	24	0	ISAK02	4		273500916307208151	GG	404	0	C	N	N	EUR	0		500307906	N		Y
30	5	720821		1267321	"SEKATÖR FELCO 7"	UTE05	"2026-03-16 17:29:43"	24	0	ISAK02	4		273500916307208212	GG	404	0	C	N	N	EUR	0		500307906	N		Y
30	5	720819		1009867	"SEKATÖR FELCO  6"	UTE05	"2026-03-16 17:29:43"	24	0	ISAK02	4		273500916307208199	GG	404	0	C	N	N	EUR	0		500307906	N		Y
30	5	720817		1267318	"SEKATÖR FELCO 4"	UTE05	"2026-03-16 17:29:43"	24	0	ISAK02	4		273500916307208175	GG	404	0	C	N	N	EUR	0		500307906	N		Y
30	5	720807		2002218	"STÄNGSELKRAMPOR 1,75X19,1 MM ZINK 100 ST"	UTE05	"2026-03-16 17:29:43"	80	0	ISAK02	4		273500916307208076	GG	404	0	C	N	N	EUR	0		500320991	N		Y
30	5	720806		2002216	"STÄNGSELKRAMPOR 2,5X25MM ZINK 500 ST"	UTE05	"2026-03-16 17:29:43"	50	0	ISAK02	4		273500916307208069	GG	404	0	C	N	N	EUR	0		500320991	N		Y
30	5	720825		1165211	"VALLFRÖ MIRA 21 15 KG SW"		"2026-03-16 17:28:20"	17	0	MALI14	4	2027-09-01	273500916307208250	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720823		1165198	"VALLFRÖ PAVO EKO 21 15 KG SW"		"2026-03-16 17:26:05"	19	0	MALI14	4	2027-09-01	273500916307208236	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720818		1165211	"VALLFRÖ MIRA 21 15 KG SW"		"2026-03-16 17:25:10"	18	0	MALI14	4	2027-09-01	273500916307208182	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720805		1262183	"VÄXTLAMPA LED 18W"	UTE01	"2026-03-16 17:22:53"	8	0	NELL17	4		273500916307208052	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720801		1267156	"KONSOL RAK 17 CM"	UTE01	"2026-03-16 17:22:53"	12	0	NELL17	4		273500916307208014	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720800		1262860	"VÄXTBELYSNING LED 15W MED SKÄRM"	UTE01	"2026-03-16 17:22:53"	30	0	NELL17	4		273500916307208007	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720797		1166933	"SÅRBALSAM CURERA 150GR"	UTE01	"2026-03-16 17:22:53"	50	0	NELL17	4		273500916307207970	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720799		1267019	"FÖRLÄNGNINGSSLADD LEDRAMPER"	UTE01	"2026-03-16 17:22:52"	65	0	NELL17	4		273500916307207994	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720796		1267158	"KONSOL RAK 38 CM"	UTE01	"2026-03-16 17:22:52"	24	0	NELL17	4		273500916307207963	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720794		1267157	"KONSOL RAK 25 CM"	UTE01	"2026-03-16 17:22:52"	12	0	NELL17	4		273500916307207949	GG	404	0	C	N	N	EUR	0		500313213	N		Y
30	5	720809		1165211	"VALLFRÖ MIRA 21 15 KG SW"		"2026-03-16 17:21:22"	4	0	LINU22	4	2027-09-01	273500916307208090	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720798		2002043	"PLANTCLIPS 10ST S/10ST L"		"2026-03-16 17:14:37"	12	0	NELL17	4		273500916307207987	GG	404	0	C	N	N	EUR	0		500313213	N		N
30	5	720795		1165198	"VALLFRÖ PAVO EKO 21 15 KG SW"		"2026-03-16 17:11:48"	2	0	LINU22	4	2027-09-01	273500916307207956	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720785		1165198	"VALLFRÖ PAVO EKO 21 15 KG SW"		"2026-03-16 16:59:44"	4	0	LINU22	4	2027-09-01	273500916307207857	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720784		1266822	"SLÄGGHAMMARE 1 35KG/30CM"	UTE01	"2026-03-16 16:59:41"	120	0	JULI38	4		273500916307207840	GG	404	0	C	N	N	EUR	0		500319278	N		Y
30	5	720783		1165211	"VALLFRÖ MIRA 21 15 KG SW"		"2026-03-16 16:57:41"	16	0	LINU22	4	2027-09-01	273500916307207833	GG	404	0	C	N	N	EUR	0		500318141	N	2026-06-23	N
30	5	720771		1267294	"PLANTERINGSSPADE BRED ROSTFRI FSC 33 CM"	UTE01	"2026-03-16 16:38:02"	10	0	NELL17	4		273500916307207710	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720770		1267295	"PLANTERINGSSPADE SMAL ROSTFRI FSC 33 CM"	UTE01	"2026-03-16 16:38:02"	30	0	NELL17	4		273500916307207703	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720768		1267296	"KULTIVATOR ROSTFRI FSC 28 CM"	UTE01	"2026-03-16 16:38:02"	90	0	NELL17	4		273500916307207680	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720766		1267297	"MASKROSJÄRN ROSTFRI FSC 35 CM"	UTE01	"2026-03-16 16:38:02"	60	0	NELL17	4		273500916307207666	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720728		1169745	"GRODDAR ALFAALFA ORGANIC"	UTE05	"2026-03-16 16:27:55"	50	0	NELL17	4		273500916307207284	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720722		1267356	"GRODDAR RÄTTIKA ORGANIC"	UTE05	"2026-03-16 16:27:55"	60	0	NELL17	4		273500916307207222	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720724		1169747	"GRODDAR HOT MIX ORGANIC"	UTE05	"2026-03-16 16:27:55"	30	0	NELL17	4		273500916307207246	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720721		1267357	"GRODDAR RÄDISA ORGANIC"	UTE05	"2026-03-16 16:27:55"	40	0	NELL17	4		273500916307207215	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720729		1169746	"GRODDAR KRASSE ORGANIC"	UTE05	"2026-03-16 16:27:55"	20	0	NELL17	4		273500916307207291	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720759		1267298	"RENSKNIV ROSTFRI FSC 32 CM"	UTE05	"2026-03-16 16:27:54"	250	0	NELL17	4		273500916307207598	GG	404	0	C	N	N	EUR	0		500316775	N		Y
30	5	720727		200110320	"VÄGGFÄRG SUPERTÄCK 5 BAS A 2,85L"		"2026-03-16 16:14:51"	96	0	ALIC77	4		273500916307207277	MG	JKP	0	C	N	N	EUR	0		999111095	N		N
20	5	720708		2001366	"FRÖPÅSE D RÖD TOMAT HÖG MATINA ORGANIC"		"2026-03-16 16:05:55"	5	0	SIMO15	4	2026-09-01	273500916307207086	GG	404	0	C	N	N	EUR	0		69129			Y
30	5	720661		200036328	"MUTTER M6M FZB -8 ISO 4032 M6"	UTE09	"2026-03-16 16:00:41"	59	0	ALIC77	4		273500916307206614	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720675		200031071	"LÅSMUTTER M6LM LÅG FZB -[8] DIN 985 M6"	UTE09	"2026-03-16 16:00:41"	53	0	ALIC77	4		273500916307206751	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720681		200034502	"BRICKA SRKB FZB 200HV 12 13X35X1,5MM"	UTE09	"2026-03-16 16:00:41"	10	0	ALIC77	4		273500916307206812	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720682		200029117	"MASKINSKRUV MRX FZB 4.8 DIN 7985 KULLRIG M6X16MM"	UTE09	"2026-03-16 16:00:41"	10	0	ALIC77	4		273500916307206829	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720623		200026451	"MASKINSKRUV MRX FZB 4.8 DIN 7985 KULLRIG M4X40MM 10ST"	UTE09	"2026-03-16 16:00:41"	64	0	ALIC77	4		273500916307206232	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720625		200037650	"BRICKA RBS FZB ISO 7093 10 10,5X30X2,5MM 16ST"	UTE09	"2026-03-16 16:00:41"	27	0	ALIC77	4		273500916307206256	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720676		200036328	"MUTTER M6M FZB -8 ISO 4032 M6"	UTE09	"2026-03-16 16:00:41"	3	0	ALIC77	4		273500916307206768	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720619		200033717	"BRICKA BRB FZB ISO 7089 200HV 5 5,3X10X1MM 40ST"	UTE09	"2026-03-16 16:00:41"	16	0	ALIC77	4		273500916307206195	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720615		200036728	"MASKINSKRUV MRX FZB 4.8 DIN 7985 KULLRIG M5X20MM 8ST"	UTE09	"2026-03-16 16:00:41"	32	0	ALIC77	4		273500916307206157	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720636		200038884	"SKARVMUTTER M6HM FZV M8X40MM"	UTE09	"2026-03-16 16:00:41"	5	0	ALIC77	4		273500916307206362	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720633		200036041	"BLINDNIT KULLRIG AL/ST ÖPPEN SVART 3,2X10MM"	UTE09	"2026-03-16 16:00:41"	7	0	ALIC77	4		273500916307206331	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720629		200035740	"LÅSMUTTER M6LM LÅG A4-80 DIN 985 M10"	UTE09	"2026-03-16 16:00:41"	7	0	ALIC77	4		273500916307206294	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720627		200037696	"LÅSMUTTER M6LM LÅG A4-80 DIN 985 M6"	UTE09	"2026-03-16 16:00:41"	11	0	ALIC77	4		273500916307206270	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
30	5	720639		200031225	"SKRUV M6S FZV 8.8U ISO 4014 6-KANT M16X80MM"	UTE09	"2026-03-16 16:00:41"	3	0	ALIC77	4		273500916307206393	MG	JKP	0	C	N	N	EUR	0		999111188	N		Y
20	5	720705		700158299	"MUSFÄLLA SNAP BAYER PLAST 2ST SB"		"2026-03-16 15:59:00"	10	0	SIMO15	4		273500916307207055	MG	JKP	0	C	N	N	EUR	0		69127			Y
20	5	720701		1260201	"SÅGKEDJA 13"" .325 1 3 MM 56DL (95TXL)"		"2026-03-16 15:49:42"	26	0	SIMO15	4		273500916307207017	GG	404	0	C	N	N	EUR	0		69125			Y
20	5	720669		2000488	"TUGGRULLE GROV 25CM PRESSAD"		"2026-03-16 15:36:10"	390	0	HEED12	4	2028-09-20	273500916307206690	GG	404	0	C	N	N	EUR	0		500320661	N	2025-09-21	Y
30	5	720616		2000568	"HUNDLEKSAK BOLL M REP ORANGE 35CM"	UTE02	"2026-03-16 15:30:47"	78	0	HEED12	4		273500916307206164	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720620		2003212	"KATTLEKSAK GLITTRANDE SPINDLAR 3P"	UTE02	"2026-03-16 15:30:46"	66	0	HEED12	4		273500916307206201	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720574		2000575	"FLYTLEKSAK HUGO"	UTE02	"2026-03-16 15:30:46"	27	0	HEED12	4		273500916307205747	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720614		2002608	"KARDA UNDERULL MEDIUM"	UTE02	"2026-03-16 15:30:46"	32	0	HEED12	4		273500916307206140	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720613		2003208	"KATTLEKSAK SAFARIMUS 3P BEIGE"	UTE02	"2026-03-16 15:30:46"	90	0	HEED12	4		273500916307206133	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720569		2000567	"HUNDLEKSAK BOLL M REP SVART 35CM"	UTE02	"2026-03-16 15:30:46"	36	0	HEED12	4		273500916307205693	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720628		2000496	"TUGGRULLE PRESS VIT 25CM"	UTE02	"2026-03-16 15:30:46"	340	0	HEED12	4	2028-08-05	273500916307206287	GG	404	0	C	N	N	EUR	0		500320661	N	2025-08-06	Y
30	5	720630		2002614	"TOVUTREDARE 5 SKÄR"	UTE02	"2026-03-16 15:30:46"	16	0	HEED12	4		273500916307206300	GG	404	0	C	N	N	EUR	0		500320661	N		Y
30	5	720654		2000497	"TUGGBEN PRESSAT VIT 12,5CM"	UTE02	"2026-03-16 15:30:46"	260	0	HEED12	4	2028-02-20	273500916307206546	GG	404	0	C	N	N	EUR	0		500320661	N	2025-02-20	Y
30	5	720650		2000501	"TUGGRULLE VIT 12,5CM OPACKAD"	UTE02	"2026-03-16 15:30:46"	210	0	HEED12	4	2028-05-10	273500916307206508	GG	404	0	C	N	N	EUR	0		500320661	N	2025-05-11	Y
30	5	720634		2002611	"KAM FIN"	UTE02	"2026-03-16 15:30:46"	16	0	HEED12	4		273500916307206348	GG	404	0	C	N	N	EUR	0		500320661	N		Y
